"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","E1","17835","22124","Decision Support","1.50","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","E1","17835","22124","Secretarial","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","E1","17835","22124","Transaction Processing","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","E2","15168","18815","Administrative Support","2.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","Fast Stream Grade Band C1","35648","42565","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","MSF C2","29258","36333","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","Retired Offr 1","37819","44268","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","Retired Offr 2","30136","34936","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","SZ1","14644","16482","Site Estate","3.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","SZ1","14644","16482","Soft Facilities Management","11.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","SZ2","16002","18010","Driving","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","SZ2","16002","18010","Soft Facilities Management","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Land Forces","1186684","SZ2","16002","18010","Storekeeping/WarehouseOps","9.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OF5","81310","89408","Commissioned Officer","20.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OF4","67032","77617","Commissioned Officer","58.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OF3","47760","57200","Commissioned Officer","65.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OF2","37916","45090","Commissioned Officer","65.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OF1","24615","32703","Commissioned Officer","8.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OR9","38600","46753","Enlisted Solider","5.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OR8","36049","43252","Enlisted Solider","24.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OR7 ARMY","33223","42044","Enlisted Solider","34.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OR6","30013","36929","Enlisted Solider","76.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OR4","26405","33182","Enlisted Solider","43.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OR3","20582","28939","Enlisted Solider","11.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","OR2 ARMY","17015","26405","Enlisted Solider","3.00","Military"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Area Officer Social Worker","47942","57245","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Asst Practitioner Radiography","18152","21798","Radiography","0.50","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","B2","47942","59535","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 2","13653","16753","Nursing and Midwifery","13.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 2","13653","16753","Operations & Capability Audit","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 3","15610","18577","Nursing and Midwifery","9.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 5","21176","27534","Medical Technical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 5","21176","27534","Nursing and Midwifery","31.50","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 5","21176","27534","Pharmacy","6.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 5","21176","27534","Physiotherapy","6.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 6","25472","34189","Gen Practice Medical","0.50","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 6","25472","34189","Nursing and Midwifery","21.50","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 6","25472","34189","Physiotherapy","2.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 6 - 37hrs","25472","34189","Nursing and Midwifery","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 7","30460","40157","Nursing and Midwifery","2.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 7","30460","40157","Physiotherapy","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 8A","38851","46621","Pharmacy","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Band 8A","38851","46621","Physiotherapy","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","C1","35648","44268","Business Management","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","C1","35648","44268","Chemical/Bio Science and Tech","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","C1","35648","44268","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","C1 MSF","35648","44268","Business Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","C2","29258","36333","Business Management","26.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","C2","29258","36333","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","C2","29258","36333","Digital and Social Media","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","C2","29258","36333","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","C2","29258","36333","Training Support","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","C2 MSF","29258","36333","Business Management","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Civilian Medical Practitioner","65071","77303","Gen Practice Medical","63.50","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Civilian Medical Practitioner","65071","77303","Hospital Doctor/Consultant","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Clincl Sup Wker Nursing Hosp","13653","16753","Nursing and Midwifery","9.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Clinical Spt HL Nursing (Comm)","15610","18577","Nursing and Midwifery","5.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Cons (Med) 2003 Pre-Oct PCSPS","74504","100446","Consultancy","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Consultant (Med) 2003 Pre-Oct","74504","100446","Consultancy","3.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Consultant (Med) 2003 Pre-Oct","74504","100446","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Consultant (Med) 2003 Pre-Oct","74504","100446","Hospital Doctor/Consultant","0.50","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","D","23427","29093","Administrative Support","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","D","23427","29093","Business Management","16.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","D","23427","29093","Decision Support","6.50","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","D","23427","29093","Information Exploitation Mgt","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","D","23427","29093","Information Service Provision","9.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","D","23427","29093","Information Strat & Planning","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","D","23427","29093","Material Accounting","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","D","23427","29093","Statistical Analysis","1.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","D","23427","29093","Transaction Processing","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","D MSF","23427","29093","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","E1","17835","22124","Administrative Support","139.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","E1","17835","22124","Museum","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","E1","17835","22124","Secretarial","8.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","E1","17835","22124","Transaction Processing","8.00","Finance"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","E2","15168","18815","Administrative Support","98.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","E2","15168","18815","Secretarial","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Medical Offr","56436","69409","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Nurse","21176","27534","Nursing and Midwifery","4.50","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Nurse (GP Practice)","25472","34189","Nursing and Midwifery","67.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Nurse (Mental Health)","21176","27534","Nursing and Midwifery","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Nurse Advanced","30460","40157","Nursing and Midwifery","3.00","Medicine"
"Ministry of Defence","Ministry of Defence","Land Forces","1606780","Nurse Spec Mental Health Comm","25472","34189","Nursing and Midwifery","9.00","Medicine"
