Department ,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,EDF ENERGY plc,1022096,145.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,PEMBERSTONE COMMERCIAL NORTH EAST LTD,1022126,21681
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,PEMBERSTONE COMMERCIAL NORTH EAST LTD,1022126,4981.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,NRA LTD,1022129,37500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,PEMBERSTONE COMMERCIAL NORTH EAST LTD,1022130,145.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1022131,282000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,SAVILLS COMMERCIAL LTD,1022132,80700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,JONES LANG LASALLE LTD,1022135,79950
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,BROADLAND UNIT TRUST (KBC),1022138,3962.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,PEILL & COMPANY LTD,1022537,19500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/03/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,PEILL & COMPANY LTD,1022537,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Buildings Insurance (Programme),Finance & Commercial Group - Commercial Directorate,BROADLAND UNIT TRUST (KBC),1022541,128.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,NB REAL ESTATE LTD T/A CAPITA SYMONDS,1022546,44662.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Service Charges (Programme),Finance & Commercial Group - Commercial Directorate,NB REAL ESTATE LTD T/A CAPITA SYMONDS,1022546,19221.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,NB REAL ESTATE LTD T/A CAPITA SYMONDS,1022549,3470.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,1022551,130.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,NB REAL ESTATE LTD T/A CAPITA SYMONDS,1022552,151.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,1022554,603.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,1022555,756.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Commercial Directorate,INTERNATIONAL AIR TRANSPORT ASSOCIATION (IATA),1022556,102729
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,SPS SECURITY LTD,1022557,202.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,1022561,231.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,1022564,558.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1022566,535.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1022568,0.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Gas (Programme),Finance & Commercial Group - Commercial Directorate,CORONA ENERGY,1022569,296.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,INTERNATIONAL AIR TRANSPORT ASSOCIATION (IATA),1022573,248.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,INTERNATIONAL AIR TRANSPORT ASSOCIATION (IATA),1022573,530.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,THAMES WATER UTILITIES LTD,1022575,116.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,THAMES WATER UTILITIES LTD,1022575,54.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,THAMES WATER UTILITIES LTD,1022575,29.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,NB REAL ESTATE LTD T/A CAPITA SYMONDS,1022577,2643.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DLA PIPER UK LLP,1022592,19522.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DLA PIPER UK LLP,1022592,75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,1022595,164.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/03/2011,Electricity (Programme),Finance & Commercial Group - Commercial Directorate,BRITISH GAS BUSINESS SERVICES LTD,1022596,50.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1022672,-5906.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,IDEAL CLEANING SERVICES LTD,1022828,4431.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,THAMES WATER UTILITIES LTD,1022916,505.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Water (Programme),Finance & Commercial Group - Commercial Directorate,THAMES WATER UTILITIES LTD,1022916,1050.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,PROGRAMMED CLEANING & SUPPORT SERVICES LTD,1022947,357.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DLA PIPER UK LLP,1023121,41310.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DLA PIPER UK LLP,1023121,24251.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2011,Maintenance (Programme),Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1023212,5925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1023215,7013.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1023221,1450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1023222,803.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1023222,803.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1023222,749.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1023222,593.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,EC HARRIS LLP,1023222,717.54
