Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Ministry of Defence,06/06/2011,"Public relations, including marketing and advertising.",Central TLB,SERCO LIMITED,RG27 9UY,803273,1531.7
Ministry of Defence,Ministry of Defence,06/06/2011,Estate management,Air Command,SERCO LIMITED,RG27 9UY,803273,219000.34
Ministry of Defence,Ministry of Defence,06/06/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,803273,3490714.98
Ministry of Defence,Ministry of Defence,06/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,SILICAIR DRYERS LTD,TW15 1AX,803283,28280
Ministry of Defence,Ministry of Defence,06/06/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,PO9 5DD,803306,22504.99
Ministry of Defence,Ministry of Defence,06/06/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,803307,33132.46
Ministry of Defence,Ministry of Defence,06/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,SYSTEMS CONSULTANTS SERVICES  LIMITED,RG7 4SA,803317,1012.8
Ministry of Defence,Ministry of Defence,06/06/2011,Purchase of inventory and services ,Central TLB,THE ROYAL MINT,CF72 8YT,803332,126381.95
Ministry of Defence,Ministry of Defence,06/06/2011,Medical treatment & stores and welfare services.,Air Command,THE SOLDIERS  SAILORS  AIRMEN AND FAMILIES ASS - FORCES HELP,SE1 2LP,803333,240485.25
Ministry of Defence,Ministry of Defence,06/06/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,RH1 1RX,803340,55.85
Ministry of Defence,Ministry of Defence,06/06/2011,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,RH1 1RX,803340,142.64
Ministry of Defence,Ministry of Defence,06/06/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,RH1 1RX,803340,979.86
Ministry of Defence,Ministry of Defence,06/06/2011,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,RH1 1RX,803340,7252.12
Ministry of Defence,Ministry of Defence,06/06/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,803340,46068.26
Ministry of Defence,Ministry of Defence,06/06/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,803349,118560.44
Ministry of Defence,Ministry of Defence,06/06/2011,IT and communication services,Defence Equipment & Support,VEGA CONSULTING SERVICES LTD,AL7 1TW,803366,4727
Ministry of Defence,Ministry of Defence,06/06/2011,Externally delivered education and training.,Air Command,WESTLAND HELICOPTERS LTD,BA20 2YB,803374,187443
Ministry of Defence,Ministry of Defence,06/06/2011,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000011797,50401.34
Ministry of Defence,Ministry of Defence,06/06/2011,IT and communication services,Defence Equipment & Support,AMADEUS IT GROUP SA,,3000005550,125592.62
Ministry of Defence,Ministry of Defence,06/06/2011,Fuel for military use,Land Forces,BEZIRKSREGIERUNG DUESSELDORF,,5000057303,174.43
Ministry of Defence,Ministry of Defence,06/06/2011,Estate management,Land Forces,BEZIRKSREGIERUNG DUESSELDORF,,5000057303,2977.39
Ministry of Defence,Ministry of Defence,06/06/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000057303,64417.71
Ministry of Defence,Ministry of Defence,06/06/2011,Rent and rates,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,53.19
Ministry of Defence,Ministry of Defence,06/06/2011,General services and support,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,85.36
Ministry of Defence,Ministry of Defence,06/06/2011,Purchase of general transport equipment,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,88.91
Ministry of Defence,Ministry of Defence,06/06/2011,Fees for professional services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,110.52
Ministry of Defence,Ministry of Defence,06/06/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,369.92
Ministry of Defence,Ministry of Defence,06/06/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,450.05
Ministry of Defence,Ministry of Defence,06/06/2011,Official entertainment and hospitality.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,478.34
Ministry of Defence,Ministry of Defence,06/06/2011,Medical treatment & stores and welfare services.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1037.49
Ministry of Defence,Ministry of Defence,06/06/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1919.71
Ministry of Defence,Ministry of Defence,06/06/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,2534.41
Ministry of Defence,Ministry of Defence,06/06/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,2677.07
Ministry of Defence,Ministry of Defence,06/06/2011,Design services and minor equipment purchases,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,5438.77
Ministry of Defence,Ministry of Defence,06/06/2011,Estate management,Central TLB,Granada Enterprises,,CO AP03 016,885789.33
Ministry of Defence,Ministry of Defence,07/06/2011,Externally delivered education and training.,Land Forces,THE BRITISH SCHOOL OF MOTORING LIMITED,BS32 4TR,160578,42243.6
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,803390,656.99
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,803390,2366.76
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,803390,6756.98
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,803390,14435.03
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,803390,27372.91
Ministry of Defence,Ministry of Defence,07/06/2011,IT and communication services,Defence Equipment & Support,ACTICA CONSULTING LIMITED,GU2 7YF,803392,10586.1
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,803425,394272.57
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,KY11 2YD,803427,13029.52
Ministry of Defence,Ministry of Defence,07/06/2011,Transport hire charges,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,803428,8379.61
Ministry of Defence,Ministry of Defence,07/06/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,803428,14621.29
Ministry of Defence,Ministry of Defence,07/06/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,803428,21334.25
Ministry of Defence,Ministry of Defence,07/06/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,803428,29021.19
Ministry of Defence,Ministry of Defence,07/06/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,803428,34948.08
Ministry of Defence,Ministry of Defence,07/06/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,803428,74675.71
Ministry of Defence,Ministry of Defence,07/06/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,803428,205767.62
Ministry of Defence,Ministry of Defence,07/06/2011,Rental of plant and machinery,Defence Equipment & Support,BARLOWORLD HANDLING LTD,WA3 3JD,803442,726634.59
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,BOC LIMITED,M28 2UT,803453,185.98
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,803453,397.21
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,M28 2UT,803453,786.07
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,803453,2310.57
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,803453,6951.05
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,803453,9661.94
Ministry of Defence,Ministry of Defence,07/06/2011,Rental of plant and machinery,Defence Equipment & Support,CALUMET PHOTOGRAPHIC LTD,MK7 8AJ,803471,35394.29
Ministry of Defence,Ministry of Defence,07/06/2011,General services and support,Navy Command,CANON (UK) LIMITED,RH2 8BF,803473,74.22
Ministry of Defence,Ministry of Defence,07/06/2011,Estate management,Air Command,CANON (UK) LIMITED,RH2 8BF,803473,253.74
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,803473,289.81
Ministry of Defence,Ministry of Defence,07/06/2011,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,803473,346.9
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,RH2 8BF,803473,354.03
Ministry of Defence,Ministry of Defence,07/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,803473,425.97
Ministry of Defence,Ministry of Defence,07/06/2011,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,RH2 8BF,803473,431.99
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,803473,692.7
Ministry of Defence,Ministry of Defence,07/06/2011,Rental of plant and machinery,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,803473,1189.52
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,803473,4730.11
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,803507,1307453.18
Ministry of Defence,Ministry of Defence,07/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,803508,48462.23
Ministry of Defence,Ministry of Defence,07/06/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,GBR TECHNOLOGY LIMITED,RG7 8NN,803554,27367.32
Ministry of Defence,Ministry of Defence,07/06/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,803569,7665.75
Ministry of Defence,Ministry of Defence,07/06/2011,Medical treatment & stores and welfare services.,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,803569,11384.1
Ministry of Defence,Ministry of Defence,07/06/2011,Fees for professional services,Air Command,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,803573,72132
Ministry of Defence,Ministry of Defence,07/06/2011,Fees for professional services,Central TLB,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,803573,75290
Ministry of Defence,Ministry of Defence,07/06/2011,Fees for professional services,Navy Command,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,803573,77191
Ministry of Defence,Ministry of Defence,07/06/2011,Fees for professional services,Land Forces,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,803573,4962821
Ministry of Defence,Ministry of Defence,07/06/2011,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,803582,-7596.55
Ministry of Defence,Ministry of Defence,07/06/2011,Estate management,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,803582,44628.04
Ministry of Defence,Ministry of Defence,07/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,LUCION ENVIRONMENTAL LIMITED,NE11 9JT,803612,22767.62
Ministry of Defence,Ministry of Defence,07/06/2011,Design services and minor equipment purchases,Air Command,NATS (EN ROUTE) PUBLIC LIMITED COMPANY,EH12 5HG,803643,28434.96
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Command Joint Operations,OFFICE DEPOT UK LTD,SP10 4JZ,803689,108.1
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,OFFICE DEPOT UK LTD,SP10 4JZ,803689,350.06
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Navy Command,OFFICE DEPOT UK LTD,SP10 4JZ,803689,985.15
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Central TLB,OFFICE DEPOT UK LTD,SP10 4JZ,803689,1922.61
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Defence Equipment & Support,OFFICE DEPOT UK LTD,SP10 4JZ,803689,4278.62
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Air Command,OFFICE DEPOT UK LTD,SP10 4JZ,803689,6014.59
Ministry of Defence,Ministry of Defence,07/06/2011,Purchase of inventory and services ,Land Forces,OFFICE DEPOT UK LTD,SP10 4JZ,803689,9825.41
Ministry of Defence,Ministry of Defence,07/06/2011,Development costs for military equipment,Defence Equipment & Support,ORACLE CORPORATION U K LTD,RG6 1RA,803693,167649.35
Ministry of Defence,Ministry of Defence,07/06/2011,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,803722,426876.41
Ministry of Defence,Ministry of Defence,07/06/2011,"Transporation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,803728,253
Ministry of Defence,Ministry of Defence,07/06/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,803728,824.2
Ministry of Defence,Ministry of Defence,07/06/2011,"Transporation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,803728,2960.7
Ministry of Defence,Ministry of Defence,07/06/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,803728,3640.1
Ministry of Defence,Ministry of Defence,07/06/2011,"Transporation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,803728,19330.8
Ministry of Defence,Ministry of Defence,07/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,803728,30754
Ministry of Defence,Ministry of Defence,07/06/2011,"Transporation of personnel, freight and travel expenses",Central TLB,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,803728,31734.6
Ministry of Defence,Ministry of Defence,07/06/2011,Building maintenance and accommodation stores,Air Command,SERCO LIMITED,RG27 9UY,803749,660.9
Ministry of Defence,Ministry of Defence,07/06/2011,Design services and minor equipment purchases,Land Forces,SERCO LIMITED,RG27 9UY,803749,160405.38
Ministry of Defence,Ministry of Defence,07/06/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,803753,104153.39
Ministry of Defence,Ministry of Defence,07/06/2011,Medical treatment & stores and welfare services.,Central TLB,ST JOHN & RED CROSS DEFENCE MEDICAL WELFARE SERVICE,EC4M 7HQ,803764,190071.08
Ministry of Defence,Ministry of Defence,07/06/2011,General services and support,Defence Equipment & Support,THALES ATM LIMITED,KT9 1TB,803783,47601.84
Ministry of Defence,Ministry of Defence,07/06/2011,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,RH1 1RX,803797,13189.05
Ministry of Defence,Ministry of Defence,07/06/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,RH1 1RX,803797,62985.03
Ministry of Defence,Ministry of Defence,07/06/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,RH1 1RX,803797,98607.23
Ministry of Defence,Ministry of Defence,07/06/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,RH1 1RX,803797,123057.51
Ministry of Defence,Ministry of Defence,07/06/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,803797,321703.8
Ministry of Defence,Ministry of Defence,07/06/2011,Estate management,Air Command,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,803802,16096.2
Ministry of Defence,Ministry of Defence,07/06/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,803802,25434.09
