Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH KESTEVEN DC (HSG),,,,5000174879,Grant Payable by Exchequer,NG31 6PZ,"15,731.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH LAKELAND DC,,,,5000174881,Grant Payable by Exchequer,LA49 4DQ,"20,382.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH NORFOLK DC,,,,5000174887,Grant Payable by Exchequer,NR15 2XE,"15,189.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH NORTHAMPTONSHIRE DC,,,,5000174891,Grant Payable by Exchequer,NN12 7AE,"14,289.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH OXFORDSHIRE DC,,,,5000174895,Grant Payable by Exchequer,OX10 8HQ,"17,125.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH SOMERSET DC,,,,5000174899,Grant Payable by Exchequer,BA20 2DS,"22,787.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH STAFFORDSHIRE DC,,,,5000174901,Grant Payable by Exchequer,WV8 1PX,"9,460.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SPELTHORNE DC,,,,5000174907,Grant Payable by Exchequer,TW18 1XB,"16,935.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,ST EDMUNDSBURY (HSG),,,,5000174909,Grant Payable by Exchequer,IP33 3YS,"16,730.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,STAFFORDSHIRE MOORLANDS DC,,,,5000174915,Grant Payable by Exchequer,ST13 6HQ,"13,012.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,STOCKTON-ON-TEES BC (HSG),,,,5000174919,Grant Payable by Exchequer,TS23 2YS,"180,051.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,STROUD DC (HSG),,,,5000174923,Grant Payable by Exchequer,GL5 4UB,"20,197.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SUFFOLK CC (SOCIAL CARE SERV) (H,,,,5000174927,Grant Payable by Exchequer,IP4 1LH,"722,074.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,SUFFOLK COASTAL DC (HSG),,,,5000174931,Grant Payable by Exchequer,IP12 1AU,"18,590.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,TANDRIDGE DC,,,,5000174935,Grant Payable by Exchequer,RH8 0BT,"18,308.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,TAUNTON DEANE BC,,,,5000174939,Grant Payable by Exchequer,TA1 1HE,"13,769.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,TEIGNBRIDGE DC,,,,5000174941,Grant Payable by Exchequer,TQ12 4XX,"18,522.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,TENDRING DC,,,,5000174947,Grant Payable by Exchequer,CO15 1SE,"19,220.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,TEST VALLEY BC,,,,5000174949,Grant Payable by Exchequer,SP10 3AJ,"14,763.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,TEWKESBURY BC,,,,5000174955,Grant Payable by Exchequer,GL20 5TT,"7,923.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,THANET DC,,,,5000174959,Grant Payable by Exchequer,CT8 1XZ,"24,674.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,TONBRIDGE & MALLING BC,,,,5000174963,Grant Payable by Exchequer,ME19 6LZ,"21,063.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,TORRIDGE DC,,,,5000174965,Grant Payable by Exchequer,EX39 2HT,"8,550.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,TOWER HAMLETS LB (HSG),,,,5000174971,Grant Payable by Exchequer,E14 2BG,"196,845.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,TUNBRIDGE WELLS BC,,,,5000174975,Grant Payable by Exchequer,TN1 1RS,"16,409.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,UTTLESFORD DC,,,,5000174977,Grant Payable by Exchequer,CB11 4ER,"12,303.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,VALE OF WHITE HORSE DC,,,,5000174983,Grant Payable by Exchequer,OX14 3JH,"14,127.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WAVENEY DISTRICT COUNCIL,,Large,,5000174987,Grant Payable by Exchequer,NR32 1HS,"14,804.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WAVERLEY BC V177,,,,5000174989,Grant Payable by Exchequer,GU7 1HR,"22,121.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WEALDEN DC,,,,5000174995,Grant Payable by Exchequer,BN22 9LN,"27,319.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WELWYN HATFIELD COUNCIL,,,,5000174999,Grant Payable by Exchequer,AL8 6AE,"20,612.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST DEVON BC,,,,5000175001,Grant Payable by Exchequer,PL19 0BZ,"10,016.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST DORSET DC,,,,5000175007,Grant Payable by Exchequer,DT1 1UZ,"13,488.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST LINDSEY DC,,,,5000175009,Grant Payable by Exchequer,DN21 2NA,"14,404.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST OXFORDSHIRE DC,,,,5000175015,Grant Payable by Exchequer,OX28 1NB,"8,616.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST SOMERSET DC,,,,5000175017,Grant Payable by Exchequer,TA4 4QA,"4,902.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WINCHESTER CITY CNCL,,,,5000175023,Grant Payable by Exchequer,SO23 9LJ,"17,319.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WINDSOR & MAIDENHEAD (HSG),,,,5000175025,Grant Payable by Exchequer,SL6 1RF,"162,788.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WYCHAVON DISTRICT COUNCIL,,,,5000175031,Grant Payable by Exchequer,WR10 1PT,"13,088.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WYCOMBE DC,,Medium,,5000175035,Grant Payable by Exchequer,HP11 1BB,"22,977.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,WYRE BC,,,,5000175037,Grant Payable by Exchequer,FY6 7PU,"17,669.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,ADUR DC,,,,5000175043,Grant Payable by Exchequer,BN11 1HB,"15,430.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,ALLERDALE BC,,,,5000175047,Grant Payable by Exchequer,CA14 2RS,"11,417.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,AMBER VALLEY BC,,,,5000175051,Grant Payable by Exchequer,DE5 3WZ,"15,619.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,ASHFIELD DC,,,,5000175053,Grant Payable by Exchequer,NG17 8DA,"14,778.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BARNET LBC,,,,5000175059,Grant Payable by Exchequer,NW4 4BG,"388,665.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BARNSLEY MBC,,,,5000175061,Grant Payable by Exchequer,S70 2AQ,"208,427.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BARROW BC,,,,5000175065,Grant Payable by Exchequer,LA14 2LD,"10,879.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BASILDON DISTRICT COUNCIL,,,,5000175071,Grant Payable by Exchequer,SS14 1XA,"40,550.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BASINGSTOKE & DEANE BC,,,,5000175075,Grant Payable by Exchequer,RG21 2AJ,"16,881.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BIRMINGHAM CITY CNCL,,,,5000175077,Grant Payable by Exchequer,B3 3AB,"830,497.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BLACKBURN WITH DARWEN BC,,,,5000175083,Grant Payable by Exchequer,BB1 7DY,"125,730.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BLACKPOOL BC,,,,5000175085,Grant Payable by Exchequer,FY1 1NA,"149,623.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BOLSOVER DC,,,,5000175091,Grant Payable by Exchequer,S44 6NF,"9,012.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BOLTON MBC,,,,5000175095,Grant Payable by Exchequer,BL1 1RU,"252,576.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BOURNEMOUTH DC,,,,5000175097,Grant Payable by Exchequer,BH2 6EB,"201,436.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BRACKNELL FOREST DC,,,,5000175103,Grant Payable by Exchequer,RG12 1AQ,"121,182.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BRADFORD MBC,,,,5000175105,Grant Payable by Exchequer,BD1 1HX,"407,446.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BRENTWOOD BC,,,,5000175111,Grant Payable by Exchequer,CM15 8AY,"14,109.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BRIGHTON & HOVE CITY COUNCIL,,,,5000175113,Grant Payable by Exchequer,BN3 2SR,"299,519.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BROMLEY LB,,,,5000175119,Grant Payable by Exchequer,BR1 3UH,"330,428.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BROXBOURNE BC,,,,5000175121,Grant Payable by Exchequer,EN8 9XG,"10,490.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BROXTOWE BC,,,,5000175127,Grant Payable by Exchequer,NG9 1AB,"14,504.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BUCKINGHAMSHIRE CC,,,,5000175131,Grant Payable by Exchequer,HP20 1UD,"576,302.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,BURNLEY BC,,,,5000175135,Grant Payable by Exchequer,BB11 1JA,"16,524.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,GMRB,,,,5000175139,Grant Payable by Exchequer,BL9 0SW,"188,687.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CALDERDALE MBC,,,,5000175141,Grant Payable by Exchequer,HX1 1YP,"201,405.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CAMBRIDGE CITY COUNCIL,,,,5000175147,Grant Payable by Exchequer,CB2 3NA,"16,964.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CAMBRIDGESHIRE COUNTY CNCL,,,,5000175149,Grant Payable by Exchequer,CB3 0AP,"577,925.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CAMDEN LB,,,,5000175155,Grant Payable by Exchequer,WC1H 8NG,"246,757.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CANNOCK CHASE DC,,,,5000175159,Grant Payable by Exchequer,WS11 1BG,"14,984.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CASTLE POINT BC,,,,5000175163,Grant Payable by Exchequer,SS7 1TF,"18,400.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CHARNWOOD BC,,,,5000175167,Grant Payable by Exchequer,LE11 2TU,"17,138.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CHELMSFORD BC,,,,5000175171,Grant Payable by Exchequer,CM1 1JE,"26,654.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CHELTENHAM BC,,,,5000175173,Grant Payable by Exchequer,GL50 1PW,"19,798.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CHESTERFIELD BC,,,,5000175179,Grant Payable by Exchequer,S40 1LP,"11,345.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CHORLEY DC,,,,5000175183,Grant Payable by Exchequer,PR7 1DP,"15,968.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,COLCHESTER BC,,,,5000175187,Grant Payable by Exchequer,CO3 3WG,"26,702.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,COVENTRY CITY CNCL,,,,5000175189,Grant Payable by Exchequer,CV1 2QL,"294,636.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CROYDON LB,,,,5000175193,Grant Payable by Exchequer,CR9 3JS,"367,811.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,CUMBRIA COUNTY CNCL,,,,5000175199,Grant Payable by Exchequer,CA3 8NA,"513,873.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DACORUM BC,,,,5000175201,Grant Payable by Exchequer,HP1 1HH,"24,940.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DARLINGTON BC,,,,5000175205,Grant Payable by Exchequer,TS19 1JA,"100,119.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DERBY CITY CNCL,,,,5000175208,Grant Payable by Exchequer,DE1 2FS,"203,683.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DERBYSHIRE COUNTYCOUNCIL,,,,5000175210,Grant Payable by Exchequer,DE4 3AH,"696,132.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DEVON COUNTY CNCL,,,,5000175211,Grant Payable by Exchequer,EX2 4QJ,"810,249.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DONCASTER MBC,,,,5000175214,Grant Payable by Exchequer,DN1 3QA,"235,281.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DORSET COUNTY CNCL,,,,5000175216,Grant Payable by Exchequer,DT1 1XJ,"504,732.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,DUDLEY MBC,,,,5000175218,Grant Payable by Exchequer,DY1 1HF,"276,604.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EALING LB,,,,5000175219,Grant Payable by Exchequer,W5 2HL,"314,935.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST DORSET DC,,,,5000175221,Grant Payable by Exchequer,BH21 4HN,"18,419.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EAST SUSSEX COUNTY CNCL,,,,5000175224,Grant Payable by Exchequer,BN7 1SF,"598,038.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EASTBOURNE BC,,,,5000175225,Grant Payable by Exchequer,BN21 4TW,"20,602.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EASTLEIGH BOROUGH COUNCIL,,,,5000175228,Grant Payable by Exchequer,SO5 9YN,"14,945.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,ENFIELD LB,,,,5000175230,Grant Payable by Exchequer,EN1 3XF,"303,184.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EPPING FOREST DC,,,,5000175231,Grant Payable by Exchequer,CM16 4BZ,"20,311.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EPSOM & EWELL BC,,,,5000175234,Grant Payable by Exchequer,KT18 5BY,"12,975.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EREWASH BC,,,,5000175235,Grant Payable by Exchequer,DE7 5RP,"14,686.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,ESSEX COUNTY CNCL,,,,5000175238,Grant Payable by Exchequer,CM1 1JZ,"1,446,713.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,EXETER CITY CNCL,,,,5000175239,Grant Payable by Exchequer,EX1 1JN,"11,842.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,FYLDE BC,,,,5000175241,Grant Payable by Exchequer,FY8 1LW,"14,049.00",Yes
Communities & Local Government,DCLG,15/09/2011,Current (non AEF) Grants to Local Authorities,Localism,GATESHEAD MBC,,,,5000175243,Grant Payable by Exchequer,NE8 1HH,"213,744.00",Yes
