Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,11/10/2011,Professional services,Finance & Corporate Services,ETON ENVIRONMENTAL SERVICES,,Small,,5106169261,Floor removal (asbestos) FireExperi Unit,DL1 5NT,"1,140.00",
Communities & Local Government,DCLG,11/10/2011,Professional services,Finance & Corporate Services,ETON ENVIRONMENTAL SERVICES,,Small,,5106169261,Floor removal (asbestos) Hanger 97,DL1 5NT,"1,140.00",
Communities & Local Government,DCLG,11/10/2011,Research,Finance & Corporate Services,NETFUNDI LTD,,Micro,,2100208653,20% Research DATABASE,LA1 1SQ,"-1,302.00",
Communities & Local Government,DCLG,11/10/2011,Research,Finance & Corporate Services,NETFUNDI LTD,,Micro,,5106169631,20% Research DATABASE,LA1 1SQ,"1,302.00",
Communities & Local Government,DCLG,11/10/2011,Research,Finance & Corporate Services,NETFUNDI LTD,,Micro,,5106169728,DCLG Research Database,LA1 1SQ,"1,302.00",
Communities & Local Government,DCLG,11/10/2011,Capital Grant from EC to Local Authority DEL,Neighbourhoods,GREATER LONDON AUTHORITY,,Large,,2100208580,ERDF OCT GLA CLAIM,SE1 2AA,"384,384.98",Yes
Communities & Local Government,DCLG,11/10/2011,Electricity,Finance & Corporate Services,EDF ENERGY 1 LIMITED,,Large,,5106169499,Rivergate Electricity 11-12,PL3 5XQ,"12,134.28",
Communities & Local Government,DCLG,11/10/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,Large,,5106169556,ENVISAGE TONER FOR HP 4700 11k BK,NR3 1PD,347.16,
Communities & Local Government,DCLG,11/10/2011,Capital Grants to Private Sect Non Profit,Localism,CFOA (NATIONAL RESILIANCE) LTD,,Small,,2100208472,Resiliance  capability management,GL56 0RH,"750,000.00",Yes
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169595,RSA SecurID Keys,M14 0WN,"14,709.00",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Brimingham,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Cambridge,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Exeter,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Guildford,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Leeds,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Liverpool,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Newcastle,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Nottingham,M14 0WN,"1,775.37",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Plymouth,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Sheffield,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Truro,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,11/10/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106169679,RDA Communications - Warrington,M14 0WN,"1,775.39",
Communities & Local Government,DCLG,12/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SES,,,,2100208567,NE005072,SR1 8EL,548.89,
Communities & Local Government,DCLG,12/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SES,,,,2100208567,NE005072,SR1 8EL,"2,192.35",
Communities & Local Government,DCLG,12/10/2011,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,MUSHROOM WORKS CIC,,,,2100208652,NE005453,NE6 1AR,"71,304.41",
Communities & Local Government,DCLG,12/10/2011,NNDR Billing Authorities Receipts,Treasury,OFFICE OF THE PAYMASTER GENERAL (NN,,,,2100208657,Billing Authority Receipts October 2011,RH10 1UH,"1,924,766,683.00",Yes
Communities & Local Government,DCLG,12/10/2011,NNDR Central List Receipts,Treasury,OFFICE OF THE PAYMASTER GENERAL (NN,,,,2100208657,Crown Contributions October 2011,RH10 1UH,"123,998,325.00",Yes
Communities & Local Government,DCLG,12/10/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,,,5106169704,Tsol Payments with 0%VAT rate,WC2B 4TS,474.87,
Communities & Local Government,DCLG,12/10/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,,,5106169704,Tsol Payments with 15%VAT rate,WC2B 4TS,155.25,
Communities & Local Government,DCLG,12/10/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,,,5106169704,Tsol Payments with 20%VAT rate,WC2B 4TS,"46,562.68",
Communities & Local Government,DCLG,12/10/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,,,5106169706,Tsol Payments with 20%VAT rate,WC2B 4TS,"2,893.20",
Communities & Local Government,DCLG,12/10/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,,,5106169710,Tsol Payments with 20%VAT rate,WC2B 4TS,"1,340.40",
Communities & Local Government,DCLG,12/10/2011,Fixed Maintenance,Finance & Corporate Services,COMO INTERIORS LTD,,Large,,5106169700,Spaceflex Final Retention Sum 2011,EC2M 7UA,"34,322.10",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,"1,507.09",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,"1,202.41",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,"2,923.89",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,818.75,
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,"1,258.11",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,588.61,
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,"2,117.64",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,"1,969.67",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,"1,170.39",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,"1,490.55",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,673.85,
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,"2,489.16",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,,Small,,2100208662,September consolidated travel costs,BD1 3AZ,"1,071.77",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,,Small,,2100208662,September consolidated travel costs,BD1 3AZ,651.08,
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,,Small,,2100208662,September consolidated travel costs,BD1 3AZ,568.69,
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,739.84,
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,"1,843.24",
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,580.93,
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,757.13,
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,581.82,
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Strategic Performance Team,REDFERN TRAVEL LIMITED,,Small,,2100208661,September consolidated travel costs,BD1 3AZ,639.46,
Communities & Local Government,DCLG,12/10/2011,Travel and Subsistence Account,Strategic Performance Team,REDFERN TRAVEL LIMITED,,Small,,2100208662,September consolidated travel costs,BD1 3AZ,552.06,
Communities & Local Government,DCLG,12/10/2011,Current Grants to Non Profit Bodies,Neighbourhoods,COALFIELDS REGENERATION TRUST,Yes,Small,,2100208675,Running costs,S63 7WX,"1,237,271.00",Yes
Communities & Local Government,DCLG,12/10/2011,Current (non AEF) Grants to Local Authorities,Neighbourhoods,SOUTH TYNESIDE MBC,,Large,,2100208655,Refund of pensions liabilities 11/12,NE33 4JP,"14,395.22",Yes
Communities & Local Government,DCLG,12/10/2011,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LB SUTTON,,,,2100208656,Rent Officer Pensions liability 11/12,SM1 1EA,"2,775.60",Yes
Communities & Local Government,DCLG,12/10/2011,Current (non AEF) Grants to Local Authorities,Neighbourhoods,OLYMPIC PARK LEGACY COMPANY,,,,2100208665,Contribution to Olympic Park legacy budget,E15 4PH,"753,573.00",Yes
Communities & Local Government,DCLG,12/10/2011,Publications,Finance & Corporate Services,DOW JONES REUTERS BUS INTERACTIVE L,,Large,,5106169776,Factiva sub 2011-2012 new req,E1W 1AZ,"2,700.00",
Communities & Local Government,DCLG,12/10/2011,Publications,Finance & Corporate Services,PRACTICAL LAW COMPANY LIMITED,,Large,,5106169729,PLC subscription 2011-12,SE1 8DJ,"12,600.00",
Communities & Local Government,DCLG,12/10/2011,Telephone call costs,Localism,B T PAYMENT SERVICES LTD,,Large,,2100208698,BT OneBill charges,DH98 1BT,-588.61,
Communities & Local Government,DCLG,12/10/2011,Telephone call costs,Localism,B T PAYMENT SERVICES LTD,,Large,,5106169734,BT OneBill charges,DH98 1BT,588.61,
Communities & Local Government,DCLG,12/10/2011,Telephone call costs,Finance & Corporate Services,B T PAYMENT SERVICES LTD,,Large,,5106169788,20% PROV IN 11/12 BT ISDN 2E (WAN) & BB,DH98 1BT,612.60,
Communities & Local Government,DCLG,12/10/2011,Electricity,Localism,NPOWER YORKSHIRE LTD,,Large,,5106169782,Y&H Meter charges 1/07/10-30/06/12,LS14 3HS,540.00,
Communities & Local Government,DCLG,12/10/2011,Capital Grants to People Non Profit,Neighbourhoods,COALFIELDS REGENERATION TRUST,Yes,Small,,2100208675,Running costs,S63 7WX,"262,729.00",Yes
Communities & Local Government,DCLG,12/10/2011,Services provided by other Govt Orgs,Neighbourhoods,VALUATION OFFICE AGENCY,,,,5106169784,RTB VOA Valuation 11/12,W1B 5BU,"63,245.00",Yes
Communities & Local Government,DCLG,12/10/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,HOMES & COMMUNITIES AGENCY,,,,2100208651,Support for housing and regeneration,NE11 0NA,"6,152,304.00",Yes
Communities & Local Government,DCLG,12/10/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,THURROCK THAMES GATEWAY DEV CORP,,,,2100208664,Thurrock Thames Gateway Development Project,RM19 1NX,"1,300,000.00",Yes
Communities & Local Government,DCLG,12/10/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,TENANT SERVICES AUTHORIT Y,,Medium,,2100208650,Regulation of the social housing sector,W1T 7BN,"400,000.00",Yes
Communities & Local Government,DCLG,12/10/2011,Management Consultancy,Neighbourhoods,ROYAL TOWN PLANNING INSTITUTE,,Medium,,5106169755,20% Epson Contact Point UK 2011-12 costs,EC3R 8DL,"20,471.42",
Communities & Local Government,DCLG,13/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,E A TECHNOLOGY LTD,,,,2100208667,X00501PR,CH1 6ES,"37,878.44",
Communities & Local Government,DCLG,13/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,LIVERPOOL CITY COUNCIL,,,,2100208668,X01413PR,L1 6JD,"8,247.32",
Communities & Local Government,DCLG,13/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,MEDILINK NORTH WEST LTD,,,,2100208670,X01407PR,M15 6JJ,"4,810.38",
Communities & Local Government,DCLG,13/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,NORTHWEST AUTOMOTIVE ALLIANCE,,,,2100208671,X01686PR,L24 9PZ,"10,321.12",
Communities & Local Government,DCLG,13/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SOCIAL ENTERPRISE NORTH WEST,,,,2100208673,X00678PR,L2 2AH,"9,128.72",
Communities & Local Government,DCLG,13/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,ECONOMIC SOLUTIONS LIMITED,,Large,,2100208674,X01511PR,M1 5JW,"86,039.92",
Communities & Local Government,DCLG,13/10/2011,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,LIVERPOOL CITY COUNCIL,,,,2100208668,X01413PR,L1 6JD,"71,529.94",
Communities & Local Government,DCLG,13/10/2011,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,LOWTHER CASTLE & GARDENS TRUST,,,,2100208669,X02481PR,CA10 2HG,"166,530.15",
Communities & Local Government,DCLG,13/10/2011,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,NORWEPP (GENERAL PARTNER) LTD,,,,2100208672,X01424PR,PR7 7NA,"46,064.20",
Communities & Local Government,DCLG,13/10/2011,Advertising,Finance & Corporate Services,FORMARA LTD,,Small,,5106169772,FY 2011-2012,SS2 5RX,"4,482.92",
Communities & Local Government,DCLG,13/10/2011,Courier Services,Finance & Corporate Services,FORMARA LTD,,Small,,5106169772,20% Postage,SS2 5RX,202.99,
Communities & Local Government,DCLG,13/10/2011,Water,Finance & Corporate Services,SEVERN TRENT WATER LTD,,Large,,5106169809,May 11 to March 12 St Philips Water chg,B26 3PU,"1,735.73",
Communities & Local Government,DCLG,13/10/2011,Publishing,Finance & Corporate Services,DC GROUP (UK) LTD,,Large,,5106169843,typesetting & design mortgage rescue,BA12 7QH,800.00,
Communities & Local Government,DCLG,13/10/2011,Research,Finance & Corporate Services,CHANCELLOR MASTERS & SCHOLARS,,Medium,,5106167205,Research,OX1 2JD,"18,880.00",
Communities & Local Government,DCLG,13/10/2011,Research,Finance & Corporate Services,CHANCELLOR MASTERS & SCHOLARS,,Medium,,5106169842,Research,OX1 2JD,"18,881.00",
Communities & Local Government,DCLG,13/10/2011,Training,Localism,NATIONAL SCHOOL OF GOVERNMENT,,,,2300001769,overpayment made in error by DCLG,SL5 0QE,"-10,320.00",
Communities & Local Government,DCLG,13/10/2011,Training,Finance & Corporate Services,NATIONAL SCHOOL OF GOVERNMENT,,,,5106169833,High Potential Development Scheme,SL5 0QE,"4,850.00",
Communities & Local Government,DCLG,13/10/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,OLYMPIC PARK LEGACY COMPANY,,,,2100208666,Contribution to Olympic Park legacy budget,E15 4PH,"886,435.00",Yes
Communities & Local Government,DCLG,13/10/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106169839,Telephony Charges,RH12 4QP,"4,418.20",
Communities & Local Government,DCLG,13/10/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106169840,Telephony Charges,RH12 4QP,"81,396.31",
Communities & Local Government,DCLG,13/10/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106169846,Telephony Charges,RH12 4QP,"1,209.07",
Communities & Local Government,DCLG,13/10/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106169854,Telephony Charges - GO Closure,RH12 4QP,"13,504.98",
Communities & Local Government,DCLG,13/10/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106169856,Telephony Charges - GO Closure,RH12 4QP,"1,923.40",
Communities & Local Government,DCLG,13/10/2011,Telephone call costs,Finance & Corporate Services,B T PAYMENT SERVICES LTD,,Large,,5106169849,20% Call Charges,DH98 1BT,"1,709.76",
Communities & Local Government,DCLG,13/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106169803,Phase A England 2011/12,SL1 2EJ,"94,155.80",
Communities & Local Government,DCLG,13/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106169803,Phase B England 2011/12,SL1 2EJ,"18,175.50",
Communities & Local Government,DCLG,13/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106169804,Phase A England 2011/12,SL1 2EJ,"94,155.80",
Communities & Local Government,DCLG,13/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106169804,Phase B England 2011/12,SL1 2EJ,"18,175.50",
Communities & Local Government,DCLG,13/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106169805,Phase A England 2011/12,SL1 2EJ,"94,155.80",
Communities & Local Government,DCLG,13/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106169805,Phase B England 2011/12,SL1 2EJ,"18,175.50",
